The sed is 1373649020
cycle 10,var_s2_decidedValue 1,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 3,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 32767,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 0,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 28,
cycle 11,var_s2_decidedValue 1,plug1_currentState 1,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 0,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 3,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 32665,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 29,
cycle 12,var_s2_decidedValue 1,plug1_currentState 9,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 0,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 1,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 23,
cycle 13,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 1,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 0,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 1,plugC2_currentState 3,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 1,selected 10,
cycle 14,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 0,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 9,selected 31,
cycle 15,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 2,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 2,selected 11,
cycle 16,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 2,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 5,selected 5,
cycle 17,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 0,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 2,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 2,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 2,plug2_currentState 7,selected 3,
cycle 18,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 1,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 2,var_serverC2_serverId 2,var_plug2_decidedValue 2,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 1,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 1,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 2,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 1,plug2_currentState 7,selected 17,
cycle 19,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 1,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 2,var_s1_decidedValue 2,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 1,var_serverC2_serverId 2,var_plug2_decidedValue 2,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 1,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 1,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 1,plug2_currentState 7,selected 19,
cycle 20,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 1,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 1,var_s1_decidedValue 1,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 1,var_serverC2_serverId 2,var_plug2_decidedValue 2,var_serverC1_decided 2,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 0,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 1,var_plugC1_serverId 2,var_serverC1_clientIdSend 2,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 1,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 1,plug2_currentState 7,selected 12,
cycle 21,var_s2_decidedValue 1,plug1_currentState 2,var_plugC1_server1 1,var_plugC1_server2 1,var_s2_serverId 2,var_s1_serverId 1,var_plugC1_proposedValue 1,var_plug1_proposedValue 1,var_plug1_trigger 0,var_plug2_proposedValue 2,var_plug1_serverId 2,s1_currentState 0,var_s1_decidedValue 1,var_plugC2_server2 0,var_plugC2_server1 1,plugC1_currentState 1,var_plug2_decidedValueS 2,var_plug2_trigger 0,var_serverC2_proposed 1,var_plugC2_decidedValue 2,serverC2_currentState 0,var_s1_ClientId 1,var_serverC2_serverId 2,var_plug2_decidedValue 2,var_serverC1_decided 1,s2_currentState 0,var_serverC1_serverId 1,var_plug1_decidedValue 1,serverC1_currentState 3,var_plugC2_proposedValue 2,var_s2_ClientId 1,var_serverC1_proposed 1,var_plugC1_serverId 2,var_serverC1_clientIdSend 1,var_serverC2_clientIdRcv 1,var_serverC2_clientIdSend 1,var_s2_proposedValue 1,var_plug2_serverId 1,var_plugC1_clientId 1,var_plugC2_serverId 1,var_serverC2_decided 1,var_plugC1_decidedValue 1,var_s1_proposedValue 1,var_plug1_decidedValueS 1,plugC2_currentState 1,var_plugC2_clientId 2,var_serverC1_clientIdRcv 1,plug2_currentState 7,selected 20,
